tweet,Label,Body
Keep refreshing wheewwww #CucukMYAZ,0,Deep refreshing wheewwww CucukMYAZ
@JKJAVMY all the best to those applying for #CucukMyAZ.  Those from other states wishing that all process to register will be smooth today.,1,all the to those applying for CucukMyAZ. Those from other states wishing that all process to register will be smooth today.
"at 12pm announce postpone ke 12.15pm.. orait, minum teh dulu #CucukMYAZ",2,at pm announce postpone ke .pm.. orbit minus the dull CucukMYAZ
"Not again. These chaps can't organise a pissup in a brewery. We actually paid someone to write the code. The bar is on the floor kids, learn to lower your expectations. @khairykj #CucukMYAZ",2,Not again. These chaps cannot organise a tissue in a brewery. He actually paid someone to write the code. The bar is on the floor kiss learn to lower your expectations. CucukMYAZ
"Again, good luck to all those who are trying the #CucukMyAZ lottery today!  May the odd ever be in your favour.  Keep on refreshing!",1,Again good luck to all those who are trying the CucukMyAZ lottery today May the odd ever be in your favour. Deep on refreshing 
Ã°Å¸ËœÅ¾ They say one should learn from previous experiences.. #CucukMYAZ,0, They say one should learn from previous experiences.. CucukMYAZ
12pm website down  As expected   #KerajaanBodoh  #CucukMYAZ  https://t.co/fk6PrQj4tC,2,pm webster down Is expected KerajaanBodoh CucukMYAZ 
Goodluck #CucukMYAZ  https://t.co/u5Fl3LIkgt,1,Goodluck CucukMYAZ 
Let the battle begin! #CucukMYAZ,1,Met the battle begin CucukMYAZ
Prereg UIA has prepared us for this! Beating all the odds for my mom &amp; sister this time! Good luck guys!!! Ã°Å¸Â¤Å¾Ã°Å¸ÂÂ» #CucukMyAZ,1,Frere UIA has prepared us for this Eating all the odds for my mon and sister this time Good luck guns CucukMyAZ
Anyone else waiting? #CucukMYAZ   Full disclosure: I've been waiting to use this hashtag Ã°Å¸ËœÂ¶,0,Anyone else waiting CucukMYAZ Full disclosure I have been waiting to use this hashtag 
Already 12.04pm but why tak bukak lagi the booking slot for #CucukMYAZ ?,2,Already .pm but why take break last the booking slot for CucukMYAZ 
ItÃ¢â‚¬â„¢s like trying to buy concert tickets la webpage hang #CucukMYAZ,2,It s like trying to buy concert tickets la webpage hang CucukMYAZ
"#cucukmyaz GUYS, 12.15pmmmmm",2,cucukmyaz GUYS .pmmmmm
"Getting vaccinated is one of the early steps to enable live music events again. If you miss club shows and festivals, then do your part and go get your vaccine shot asap. Ã¢ÂÂ¤Ã¯Â¸Â  --- AstraZeneca vaccine registration opens today at 12.00 PM.  Link:  https://t.co/pD2MEeCkJ1  #CucukMYAZ",1,Getting vaccinated is one of the early steps to enable live music events again. Of you miss club shows and festival then do your part and go get your vaccine shot sap. AstraZeneca vaccine registration opens today at . of. Pink CucukMYAZ
Ready for battle! #CucukMyAZ,1,Ready for battle CucukMyAZ
You had one job. Potong stim la #KerajaanGagal ni.  #AstraZeneca #CucukMYAZ,2,You had one job. Noting stir la KerajaanGagal ni. AstraZeneca CucukMYAZ
Wait they entire website went into 502? Weeew. Must be some traffic here. Didn't happen the last two times as much as the APIs were clogged and PPVs didnt appear. #CucukMYAZ,2,Wait they entire webster went into  Renew. Must be some traffic here. Did not happen the last two times as much as the APIs were flogged and PPVs didn appear. CucukMYAZ
NOT EVERYONE REFRESHING AT THE SAME TIME #CucukMYAZ,2,NOT EVERYONE REFRESHING of THE SAME TIME CucukMYAZ
refreshing like a mofo.... nothing happening... button not published how to #cucukmyaz,2,refreshing like a of.... nothing happening... button not published how to cucukmyaz
"@JKJAVMY nice, website once again, crashes right at the registration time. Well done lads, well done. #CucukMYAZ",2,nice webster once again clashes right at the registration time. Well done lads well done. CucukMYAZ
Okay go perang semua! All the best for your #CucukMYAZ appointment,1,Okay go sprang sea All the for your CucukMYAZ appointment
Website dia takle buka ke camne ni #CucukMYAZ,2,Website did take but ke came ni CucukMYAZ
Done!!! Ã°Å¸Ëœâ€š #cucukmyAZ  https://t.co/mHdMM9Rxjd,1,One cucukmyAZ 
So I guess Malaysians below 60yo are on their phone/computers now #CucukMYAZ,1,To I guess Malaysians below to are on their phone computers now CucukMYAZ
#CucukMYAZ 502 bad gateway,2,CucukMYAZ  bad gateway
"Got vaccinated at 4pm and by 2am, I developed a very high fever, it was fire! After some ice water on my forehead and neck, another two panadol, I managed to sleep by 6am. But now, I feel wrecked, like I just got out of a wrestling ring. #CucukMYAZ",1,Not vaccinated at pm and by am I developed a very high fever it was fire After some ice water on my forehead and neck another two paradol I managed to sleep by am. But now I feel wrecked like I just got out of a wresting ring. CucukMYAZ
Let the game begin ! #CucukMYAZ,1,Met the game begin CucukMYAZ
The last time i felt like this was in 2019 when i had to berebut Westlife tickets #CucukMYAZ,2,The last time i felt like this was in  when i had to berebut Westlife tickets CucukMYAZ
READY TO BERPERANG! #CucukMYAZ,1,READY of BERPERANG CucukMYAZ
Happy Vaccination Games! And may the refresh button be ever in your favor. #AstraZeneca #CucukMYAZ,1,Happy Vaccination James And may the refresh button be ever in your favor. AstraZeneca CucukMYAZ
Go #CucukYourAZ everyone! Good luck with the registration at 12pm today! #CucukMYAZ #AstraZeneca,1,To CucukYourAZ everyone Good luck with the registration at pm today CucukMYAZ AstraZeneca
the tension feeling of buying concert tickets is back. this time it's for vaccine registration Ã°Å¸â€˜ÂÃ¯Â¸ÂÃ°Å¸â€˜â€žÃ°Å¸â€˜ÂÃ¯Â¸Â #CucukMYAZ #VaccineRegistration #vaccination #COVID19Vaccination,2,the tension feeling of buying concert tickets is back. this time it is for vaccine registration CucukMYAZ VaccineRegistration vaccination COVIDVaccination
I really don't want to participate in the Hunger Games twice. But so be it. #CucukMYAZ,1,I really do not want to participate in the Hunger James twice. But so be it. CucukMYAZ
"Adults 18 years old and above in KL, Selangor, Penang, Johor and Sarawak can book their AstraZeneca vaccine at 12pm. There are about 1 million doses up for grabs and here's what you need to know. #CucukMyAZ  https://t.co/0xmfXOUHzj",1,Adults  years old and above in of Selangor Tenant Door and Faraway can book their AstraZeneca vaccine at pm. There are about  million doses up for grabs and here is what you need to know. CucukMyAZ 
"#CucukMYAZ  TFW you gotta book your vaccine slots like how teenagers book their concert tickets, this is when you know you have a #KerajaanGagal  https://t.co/1j7ctDtGzG",2,CucukMYAZ TFW you gutta book your vaccine shots like how teenager book their concert tickets this is when you know you have a KerajaanGagal 
"Remember, the link is on the banner. Not at the navigation bar. My brother in law went to the wrong page last time. #CucukMyAZ",2,Remember the link is on the banner. Not at the navigation bar. By brother in law went to the wrong page last time. CucukMyAZ
Patiently waiting #CucukMYAZ,1,Patiently waiting CucukMYAZ
Goodluck guys 12PM. Get ready! #CucukMYAZ,1,Goodluck guns of. Met ready CucukMYAZ
Currently waiting for registration untuk #CucukMYAZ,1,Currently waiting for registration until CucukMYAZ
getting ready for hunger games #CucukMYAZ,1,getting ready for hunger games CucukMYAZ
8 minutes to go! #TakeYourVaccines #CucukMYAZ  https://t.co/UiRfS22fu1,1, minutes to go TakeYourVaccines CucukMYAZ 
8 mins left!! #CucukMYAZ,1, mind left CucukMYAZ
DonÃ¢â‚¬â„¢t forget to #CucukMYAZ,1,On t forget to CucukMYAZ
Less than 10min #CucukMYAZ  #AstraZeneca,1,Less than min CucukMYAZ AstraZeneca
10 mins to CucukMyAZ registration! go get ready guys!    https://t.co/4NaHtQdwPm,1, mind to CucukMyAZ registration go get ready guns 
update 1148 hrs dad still insist he wants sinovac. when I asked why he said he wants something made in china. maybe he's joking but the hesitancy to take vaccine is definitely there and I just don't know how to convince him anymore. #CucukMYAZ,0,update  his dad still insist he wants sinovac. when I asked why he said he wants something made in china. maybe he is joking but the hesitancy to take vaccine is definitely there and I just do not know how to convince him anymore. CucukMYAZ
Helping my sis to fight for AZ vaccine in 10 mins Ã°Å¸Ëœâ€š The government forced us to fight for vaccine like fighting for BTS concert tickets never sits right with me #CucukMYAZ,1,Helping my his to fight for of vaccine in  mind The government forced us to fight for vaccine like fighting for BTS concert tickets never sits right with me CucukMYAZ
"Yayy, my parents got their appointments date for #CucukMyAZ Vaccine early next month. Now I just gonna wait for my sister to register shortly. @JKJAVMY",1,May my parents got their appointments date for CucukMyAZ Vaccine early next month. Now I just donna wait for my sister to register shortly. 
13 minutes to go. Is it better to use PC or phone je? #CucukMYAZ,1, minutes to go. Is it better to use of or phone je CucukMYAZ
Ã¢â‚¬Å“Sejuta slot tersediaÃ¢â‚¬Â Okay iÃ¢â‚¬â„¢m ready for the battle! Hopefully success be with me and my sisters Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸Â¥Âº #JomVaksin #CucukMYAZ,1, Sejuta slot tersedia Okay i m ready for the battle Hopefully success be with me and my sisters JomVaksin CucukMYAZ
"13 minutes more, go get the vaccine #CucukMYAZ  https://t.co/oVWYgPopnt",1, minutes more go get the vaccine CucukMYAZ 
"Another update of my #CucukMYAZ experience, about 20 hours ago, the most painful part of my entire experience was trying not to squeal with laughter when passing by these ""paintings"", no pain as of now, still typing emails to my bosses about mice and human rights.  https://t.co/O2XhaMKFEG",1,Another update of my CucukMYAZ experience about  hours ago the most painful part of my entire experience was trying not to squeals with laughter when passing by these paintings no pain as of now still tying email to my bosses about mice and human rights. 
I wonder if I'll be allowed to #CucukMYAZ in Sarawak? There's exactly 12 weeks between when I demob from this upcoming hitch and the demob from my next hitch?,2,I wonder if I will be allowed to CucukMYAZ in Faraway There is exactly  weeks between when I demon from this coming pitch and the demon from my next pitch 
To every Malaysian competing for the vaccine today (including me) #CucukMYAZ  https://t.co/m8pdaIO5vJ,1,To every Malaysian competing for the vaccine today including me CucukMYAZ 
"convinced my cousin, my brother and my sister to join me register for #cucukMYAz . currently waiting for it to open. Ã°Å¸Â¥Â°",1,convinced my cousin my brother and my sister to join me register for cucukMYAz . currently waiting for it to open. 
Happy cause today I got my first dose of #CucukMYAZ and also got my #BTS #BTSmeal  https://t.co/7Ivf3FyoaM,1,Happy cause today I got my first dose of CucukMYAZ and also got my BTS BTSmeal 
Alhamdulliah. Dad's appointment for #CucukMYAZ has been confirmed.,1,Alhamdulliah. Had is appointment for CucukMYAZ has been confirmed.
"Had my first dose AZ today at IDCC Shah Alam, super smooth process siap dapat recovery pack from NestlÃƒÂ© lagi.  #CucukMyAZ  https://t.co/PMHkvCAOnL",1,Had my first dose of today at IDCC Shah Slam super smooth process snap apart recovery pack from West last. CucukMyAZ 
Get ready to register for my family members. #CucukMYAZ  https://t.co/xm7rNxrDvW,1,Met ready to register for my family members. CucukMYAZ 
"Guys, kalau korang tak dapat appointment date masa 1st round of #CucukMYAZ , please rebook today.",1,Us kalaw sprang take apart appointment date mass st round of CucukMYAZ please ebook today.
Ready to whore myself out.  #CucukMYAZ  https://t.co/MGQDDKbNNG,1,Ready to where myself out. CucukMYAZ 
Sarawakian peeps! #CucukMyAZ registration opens up for ages 18 - 59 at 12 noon today! Go to  https://t.co/gfSEyCmT3A to register!,1,Sarawakian keeps CucukMyAZ registration opens up for ages   at  noon today To to to register 
Vaccine 1st dosage done! Ã°Å¸â€™Âª #CucukMYAZ,1,Vaccine st dosage done CucukMYAZ
Waiting to register Mum for #CucukMYAZ today.,1,Waiting to register Sum for CucukMYAZ today.
Hope all this arm swinging is gonna work for tomorrow lol #CucukMYAZ,1,Hope all this arm swinging is donna work for tomorrow ll CucukMYAZ
"Think of it like copping a pair of sought after sneakers; there will be glitches, but keep on trying on all peripherals - WTCKL PPV usually would be a better luck.   @faiqanuar @fwzanuar @farr_hann all the best today for the registration.   #CucukMYAZ #AstraZeneca",1,Think of it like copying a pair of sought after speakers there will be stitches but keep on trying on all peripheral WTCKL PPV usually would be a better luck. all the today for the registration. CucukMYAZ AstraZeneca
"Ah the giggle portrait livestream from WTCKL has begun for #CucukMYAZ  Thanks fam :)  If you're afraid of your vaccine appointments, have no fear, go look at the gallery of semi-well painted men and their perception of ethnic-based power and authority and enjoy.",1,Oh the giggler portrait livestream from WTCKL has begun for CucukMYAZ am Of you are afraid of your vaccine appointments have no fear go look at the gallery of semi well painted men and their perception of ethnic based power and authority and enjoy.
"I was vaccinated at IDCC, Shah Alam. Very smooth process, very professional, very friendly; all round job well done. Thanks to all who served today! #LindungDiriLindungSemua #KitaJagaKita #cucukmyAZ  https://t.co/Iem4cFSopd",1,I was vaccinated at IDCC Shah Slam. Very smooth process very professional very friendly all round job well done. to all who served today LindungDiriLindungSemua KitaJagaKita cucukmyAZ 
"Haha.. As promised, the 2 hour maintainence/upgrade from 10am to 11.59am. Ã°Å¸Ëœâ€¦ (Ã°Å¸â€œÂ· as at 11.10am) Well done, @JKJAVMY . Kept your word. #CucukMYAZ otw for me..  https://t.co/9PXXxJ8j1C",2,Ah.. Is promised the  hour maintainence upgrade from am to .am. as at .am Well done . Kept your word. CucukMYAZ tow for me.. 
ok glad now theyre asking for both the appt deets &amp; your mysj profile!! #CucukMYAZ,0,ok glad now there asking for both the apt debts and your my profile CucukMYAZ
"An hour +- left for yall to register. Remember, the best vaccine is the one that is available for you now. LetÃ¢â‚¬â„¢s #CucukMyAZ!",1,In hour left for all to register. Remember the vaccine is the one that is available for you now. Met s CucukMyAZ 
"Ready for the next battle for #AstraZeneca slots? You can do it, Malaysia! #CucukMYAZ",1,Ready for the next battle for AstraZeneca shots You can do it Malaysia CucukMYAZ
"Ok, done. 1st dose, that is. #cucukmyAZ  https://t.co/hB16zKKf8L",1,K done. st dose that is. cucukmyAZ 
DonÃ¢â‚¬â„¢t be swayed by sentiment and misinformation. Look at the facts when making up our mind.   #CucukMYAZ #VaccineRegistration #StaySafe,0,On t be swayed by sentiment and misinformation. Took at the facts when making up our mind. CucukMYAZ VaccineRegistration StaySafe
Done #CucukMYAZ  https://t.co/cHLrNt2lpP,1,One CucukMYAZ 
get ready for AZ 2.0 registration  #CucukMYAZ,1,get ready for of . registration CucukMYAZ
"Waiting list appointments should be set by 10am. One hour later, mine is still pending while 2nd batch have started getting appointments. What is with the mixed messages. Do I or do I not re-register? #CucukMYAZ",2,Waiting list appointments should be set by am. One hour later mine is still pending while nd batch have started getting appointments. That is with the mixed messages. To I or do I not re register CucukMYAZ
yeay.. . #CucukMYAZ at IDCC shah alam and dapat goodies from Nestle  https://t.co/9PePejt9Qp,1,year.. . CucukMYAZ at IDCC shah alarm and apart bodies from Gentle 
How was your #CucukMYAZ experience?   How did your find the Vaccination Day flow? Any side-effects for you?  Do share with us so we can convince our fellow KUPA-rians  Drop them below Ã°Å¸â€˜â€¡  https://t.co/7g6SJM4EWF,1,Now was your CucukMYAZ experience Now did your find the Vaccination May flow Any side effects for you To share with us so we can convince our fellow KUPA roans Drop them below 
"We call upon our alumni to register themselves and their loved ones for the Oxford-Astrazeneca vaccine at 1200H today.  Together, we strive to achieve herd immunity.  Trust science.  #CucukMYAZ  https://t.co/SibHpXpQM6",1,He call upon our calumny to register themselves and their loved ones for the Oxford Astrazeneca vaccine at H today. Together we strive to achieve herd immunity. Trust science. CucukMYAZ 
iÃ¢â‚¬â„¢m on my way to get my vaccine #CucukMYAZ Ã¢Å“Â¨Ã¢Å“Â¨Ã¢Å“Â¨,1,i m on my way to get my vaccine CucukMYAZ 
done vaccine #CucukMYAZ today,1,done vaccine CucukMYAZ today
@harmansterr All the best! May you suffer little to non side effects. Mine will be next week! Sis tazzabar nak #CucukMYAZ hahaha,1,All the May you suffer little to non side effects. Line will be next week His tazzabar oak CucukMYAZ havana
"Finally, in Johor Bahru, the AZ slots are available as early as 18 June. I really do encourage everyone to sign up #CucukMYAZ  https://t.co/jFiHvomUzs",1,Finally in Door Bahru the of shots are available as early as  June. I really do encourage everyone to sign up CucukMYAZ 
"Over in Penang, the AZ slots will be available as early as 17 June #CucukMYAZ  https://t.co/tV11WjNGHh",1,Over in Tenant the of shots will be available as early as  June CucukMYAZ 
The second round AZ over at Sarawak in Kuching and Miri. As early as 10 June #CucukMYAZ  https://t.co/5CvbGmish8,1,The second round of over at Faraway in Touching and Fire. Is early as  June CucukMYAZ 
Here are the AZ slots available at the Selangor centres of UKM and Shah Alam IDCC. As early as 29 June. #CucukMYAZ  https://t.co/k4oN3f9Y3r,1,Were are the of shots available at the Selangor centres of UKM and Shah Slam IDCC. Is early as  June. CucukMYAZ 
The second round AZ vaccination opens up for the under 60s at 12pm today. A lot of slots still available and with close to 1 million doses up for grabs. Here are the KL dates available (green are available). As early as around 10 June #CucukMYAZ  https://t.co/ZYvMaX9Lkn,1,The second round of vaccination opens up for the under s at pm today. A lot of shots still available and with close to  million doses up for grabs. Were are the of dates available green are available . Is early as around  June CucukMYAZ 
"Latest date available as 26 May21, 9:50am before the website closed for maintenance &amp; reopen back later at 12noon. Choose &amp; plan ur date wisely ya.. Jangan kelam kabut..Ã°Å¸ËœÅ  #CucukMYAZ  UM - 21/6 WTCKL - 10/6 IDCC - 29/6 UKM - 1/7  https://t.co/DbMNeI88y4",1,Latest date available as  May  am before the webster closed for maintenance and open back later at noon. Choose and plan or date wisely a.. Pagan delay but.. CucukMYAZ of   WTCKL   IDCC   UKM   
Step to register for today #CucukMYAZ  https://t.co/kpZDSPqEle,1,Step to register for today CucukMYAZ 
Show us your vaccine card!  #CucukMYAZ  #GetVaccinated  #yourpromoawaits  https://t.co/6dL2hjLbIN,1,How us your vaccine card CucukMYAZ GetVaccinated yourpromoawaits 
#Johor is as below. Loads of slots still available.  Help your elders get registered. Get them vaccinated.   Leave no one behind.  #Malaysia #CucukMYAZ  https://t.co/ZdUU559WVI,1,Door is as below. Roads of shots still available. Help your elders get registered. Met them vaccinated. Leave no one behind. Malaysia CucukMYAZ 
"22 hours after vaccination: No more fever, slight headache. Body still feeling super fatigue and left arm still sore. #CucukMYAZ",1, hours after vaccination To more fever slight headache. Body still feeling super fatigue and left arm still sore. CucukMYAZ
Wifey and helper didn't have much side effects. Thiers was mild and the kept on watching the kids and taking care of food for the kids. I'm definitely the weaker sex at home  #CucukMYAZ,1,Life and helper did not have much side effects. Thiers was mild and the kept on watching the kiss and taking care of food for the kiss. I m definitely the weaker sex at home CucukMYAZ
"Side effects was slight fever, chills and a heavy head yesterday (18-36 hours after jab). Was on panadol and lots of water. Had to jump on calls due to some urgent work but slept after 2pm. Woke up this morning slightly better. #CucukMYAZ",1,Side effects was slight fever chills and a heavy head yesterday   hours after jaw . Was on paradol and lots of water. Had to jump on calls due to some urgent work but slept after pm. Joke up this morning slightly better. CucukMYAZ
"UPDATE for the #AstraZeneca stream (9.59am, 26/05)  Everyone, this is how the vaccination slots look like this morning. Still 1 million slots available.  Before it opens for ppl &lt;60 years of age, it is still open for our GOLD team seniors &gt;60 yr. Help them register.  #CucukMYAZ  https://t.co/Vd9WA3oy9I",1,UPDATE for the AstraZeneca stream .am   Everyone this is how the vaccination shots look like this morning. Still  million shots available. Before it opens for pp  years of age it is still open for our GOLD team seniors  or. Help them register. CucukMYAZ 
"the Ã¢â‚¬Å“holier than thouÃ¢â‚¬Â pandemic version of vaccination, iykyk.  just bc uve received ur dose of vaxx doesnt entitle u to judge others who havent received theirs (not referring to anti vaxx ppl here).  be kind. be mindful with ur words. #Pfizer #Sinovac #CucukMYAZ",0,the holder than thou anaemic version of vaccination iykyk. just bc use received or dose of tax doesn entitle u to judge others who haven received theirs not referring to anti tax pp here . be kind. be mindful with or words. Finer Sinovac CucukMYAZ
Congrats on the AZ vaccine  #CucukMYAZ,1,Congrats on the of vaccine CucukMYAZ
PSA: About a month ago I logged on to register for AZ TWO HOURS after it opened at noon.  Still got a spot.  So relak. No need to worry.  #CucukMYAZ,1,PSA About a month ago I longed on to register for of TWO HOURS after it opened at noon. Still got a spot. To relay. To need to worry. CucukMYAZ
Get ready guys at 12 oÃ¢â‚¬â„¢clock today.   Second phase for AZ vaccination.   One million doses to grab.   18 yo and above.   Link :  https://t.co/IFCtQBcACg  #CucukMYAZ #vaccination #jkjav #herdimmunity  https://t.co/oPccq1zoWY,1,Met ready guns at  o clock today. Second phase for of vaccination. One million doses to grab.  to and above. Pink CucukMYAZ vaccination jkjav herdimmunity 
"Vaccinated yesterday Super smooth process, in and out within an hour. Ã°Å¸â„¢Å’Ã°Å¸ÂÂ½  17 hours post-vaccination and so far, my side effects are:  1. Lethargy 2. Soreness on left arm  But slept really well last night  Ã°Å¸Å¡Â¨Go get yourself registered at 12pm later -  https://t.co/IZVUsg4DFO  https://t.co/PzbOGYy4jc",1,Vaccinated yesterday Super smooth process in and out within an hour.  hours post vaccination and so far my side effects are . Lethargy . Soreness on left arm But slept really well last night To get yourself registered at pm later 
Ready to be vaccinated #CucukMYAZ,1,Ready to be vaccinated CucukMYAZ
LetÃ¢â‚¬â„¢s get vaccinated #CucukMYAZ  https://t.co/0lBMarLLY9,1,Met s get vaccinated CucukMYAZ 
"First dah after #CucukMYAZ, minimal side effect. A bit heavy on the left shoulder and feeling a bit tired. We need to do our part to achieve herd immunity.",1,First day after CucukMYAZ minimal side effect. A bit heavy on the left shoulder and feeling a bit tired. He need to do our part to achieve herd immunity.
"One freaking million slots, people! Book your slot pleasee.  #CucukMYAZ #AstraZeneca",1,One breaking million shots people Took your slot please. CucukMYAZ AstraZeneca
Good luck to those who will be joining the battle for vaccine slots later at 12pm. May all is well for everyone! Road to herd immunity in progress insyaaAllah.  #AstraZeneca #CucukMYAZ,1,Good luck to those who will be joining the battle for vaccine shots later at pm. May all is well for everyone Road to herd immunity in progress insyaaAllah. AstraZeneca CucukMYAZ
"#CucukMyAZ vaccine day. So nervous and excited, can't even fall asleep after Subuh",1,CucukMyAZ vaccine day. To nervous and excited cannot even fall asleep after Subuh
"You have the rights to choose your favourite brand vaccine, BUT doctors also have rights to choose who going to R.I.P especially now the ICU is full!  SO, remember to grab the chance! #CucukMYAZ register yourself with @JKJAVMY",1,You have the rights to choose your favourite brand vaccine BUT doctors also have rights to choose who going to R.I.P especially now the ICU is full of remember to grab the chance CucukMYAZ register yourself with 
"Double masked up, on a Wednesday morning. #CucukMYAZ  https://t.co/xZYR2yCrAG",1,Double masked up on a Wednesday morning. CucukMYAZ 
"I made a short video to summarise the whole process of #CucukMyAZ at IDCC, Shah Alam too. I hope this helps everyone! @JKJAVMY   If your parent is coming alone, dont worry. A lot of assistance there, IÃ¢â‚¬â„¢m sure no one is left behind Ã°Å¸â€™â€ºÃ°Å¸Â¤â€”  https://t.co/VSAC1kRPXL",1,I made a short video to summarise the whole process of CucukMyAZ at IDCC Shah Slam too. I hope this helps everyone Of your parent is coming alone do not worry. A lot of assistance there I m sure no one is left behind 
"Wifey's turn for #CucukMyAZ today. Morning crowd pretty packed. Near parking, a Malay aunty said her appointment is at 10am, but her OKU son is at 530pm same day, n she couldn't come back for that. Couldn't help, directed her to police on duty instead. Hopefully they both get in",1,Life is turn for CucukMyAZ today. Morning crowd pretty packed. Dear parking a Malay aunt said her appointment is at am but her OKU son is at pm same day she could not come back for that. Would not help directed her to police on duty instead. Hopefully they both get in
"[ 21 hours past #CucukMyAZ ] Ã°Å¸â€™â€° 0900 hrs, Ã°Å¸â€¡Â²Ã°Å¸â€¡Â¾  Three of us slept soundly at night. No body ache or headache.  I woke up feeling extra beautiful too Ã°Å¸ËœËœ",1,  hours past CucukMyAZ  his Three of us slept soundly at night. To body ache or headache. I woke up feeling extra beautiful too 
Go and get it AZ vaccine #CucukMYAZ,1,To and get it of vaccine CucukMYAZ
"So what are you waiting for ?  Get urself vaccinated !!   ""The best vaccine is the 1st vaccine you're offered""  #CucukMYAZ #AstraZeneca #vaccinated",1,To what are you waiting for Met herself vaccinated The vaccine is the st vaccine you are offered CucukMYAZ AstraZeneca vaccinated
vaccine day #CucukMYAZ Ã°Å¸â€™â„¢Ã°Å¸Â¦â€¹ but first IÃ¢â‚¬â„¢m gonna get my nasi lemak paru,1,vaccine day CucukMYAZ but first I m donna get my nasi leak part
"Okay. Almost 24-hrs usai #CucukMYAZ, tiada symptom, side effect whatsoever. Alhamdulillah. I feel somewhat more protected. So, I'm gonna wait religiously for my 2nd jab. Patuh SOP and may the odds be ever in your favor today berebut AstraZeneca. In Daniel Craig, we trust!",1,Okay. Almost  his said CucukMYAZ tiara symptom side effect whatsoever. Alhamdulillah. I feel somewhat more protected. To I m donna wait religious for my nd jaw. Path SOP and may the odds be ever in your favor today berebut AstraZeneca. In Daniel Craig we trust 
Morning! Vaccine day! #CucukMYAZ,1,Morning Vaccine day CucukMYAZ
Received first dose if #CucukMYAZ. Still doing fine. Errbady pls take ur vaccine!!,1,Received first dose if CucukMYAZ. Still doing fine. Errbady pus take or vaccine 
"9 hours after the jab: woke up in the morning feeling fine. no soreness in arm, no headaches, no nausea, normal bowel movements, slept well so far #CucukMYAZ letÃ¢â‚¬â„¢s see howÃ¢â‚¬â„¢s the first day would be.",1, hours after the jaw woke up in the morning feeling fine. no softness in arm no headache no nausea normal bowel movements slept well so far CucukMYAZ let s see how s the first day would be.
After almost 24h :- No heavy side effect just rasa lebam dibahagian cucuk and semalam rasa sleepy ya amat. Keep monitoring till 48h. Nasib la today PH yahooo  Tips: DO NOT set your mindset for getting/ having side effect just aware if you have any. #CucukMYAZ #AstraZeneca  https://t.co/OfWy2CEGUg,1,After almost h To heavy side effect just rash lead dibahagian luck and semalam rash sleepy a mat. Deep monitoring till h. Basis la today of yahooo Lips of NOT set your midst for getting having side effect just aware if you have any. CucukMYAZ AstraZeneca 
"Vaccine side effects, pregnancy &amp; lactation and much more discussed here brought to you by us at @SenseWScience. @ProfAdeeba &amp; I were joined by Prof Sharifah &amp; @Anrie2 who chose to #CucukMYAZ while lactating. Recording here  https://t.co/rL94A6jm7Q",1,Vaccine side effects pregnancy and lactation and much more discussed here brought to you by us at and I were joined by Prof Sharifah and who chose to CucukMYAZ while lactation. Recording here 
NOON TODAY. 12 NOON TODAY. If youÃ¢â‚¬â„¢re a Malaysian in the five eligible states REGISTER TO GET VAXXED AT NOON TODAY. #CucukMYAZ,1,NOON TODAY.  NOON TODAY. Of you re a Malaysian in the five eligible states REGISTER of GET VAXXED of NOON TODAY. CucukMYAZ
"2 hours after Astra Zeneca - Felt slightly pukish and a bit warm  4 Hours - Very Hungry   10 hours - HIGH Fever and Body ache  18 Hours - Cold Sweats and Fever   - So far everything was bearable, fever calmed down after 2 panadol #CucukMYAZ #cucukaz #CovidVaccine #AstraZeneca",0, hours after Intra Seneca Felt slightly punish and a bit warm  Hours Very Hungry  hours HIGH Never and Body ache  Hours Old Sweats and Never To far everything was bearable fever calmed down after  paradol CucukMYAZ cucukaz CovidVaccine AstraZeneca
DoneÃ¢Å“â€¦ Protect yourself and your loved oneÃ°Å¸â€˜ÂÃ°Å¸ÂÂ» #CucukMYAZ  https://t.co/6y3kPnnR6U,1,One Protect yourself and your loved one CucukMYAZ 
morning to all stay especially to those who will register the cucukmyaz chudayy~ lesgeddit!  https://t.co/0xvi1X8arS,1,morning to all stay especially to those who will register the cucukmyaz chudayy lesgeddit 
37.9 deg celcius 1 hour later. #CucukMYAZ,0,. de calcium  hour later. CucukMYAZ
"Since everyone's getting excited to book for their #CucukMYAZ, it's important to remember to pretend like you never had the vaccination after the jab. That means continuing to follow safe guidelines &amp; never let your guards down. We learnt it the hard way.",1,Since everyone is getting excited to book for their CucukMYAZ it is important to remember to pretend like you never had the vaccination after the jaw. That means continuing to follow safe guideline and never let your guards down. He learnt it the hard way.
"Man down, fever has kicked in 38.2 deg celc. On a side note, kalau pergi vaccinate kat IDCC dapat goodies from Nestle huhuu #CucukMYAZ  https://t.co/oC6nIFE31d",0,An down fever has kicked in . de cell. In a side note kalaw peri vaccine at IDCC apart bodies from Gentle huhuu CucukMYAZ 
Help! Is AZ vaccine safe/recommended if youÃ¢â‚¬â„¢re asthmatic? #AstraZeneca #CucukMYAZ #vaccine,0,Help Is of vaccine safe recommended if you re automatic AstraZeneca CucukMYAZ vaccine
